person_id,gender,age,race,hispanic?,high_school_grad?,ged_received?,first_gen_college?,past_college_enrollment,zipcode,city,state,veteran_status,lead_created_date,hear_about_campus,utm_marketing_channel,application_start_date,first_meaningful_conversation_date,application_submit_date,interview_date,async_interview_date_c,assessment_decision,assessment_attempts,admit_date,admit_status,enroll_date,c,num_phone_calls,offer_letter_status,offer_letter_status_date,fafsa_status,enrollment_identity_verification_status,highschool_grad_verification_status,Registration Status end of first term,Credits Completed end of first term,Credits attempted in students first term,GPA end of First Term,last_date_attendance,quarter_start_date,quarter_end_date
6576,male,29,white,no,yes,no,graduated,no,63088,Valley Park,MO,notApplicable,2024-08-13,facebook,facebook,2024-08-13,2024-08-13,2024-08-13,2024-08-13,,passed,1,2024-08-20,Assessment + Interview,2024-09-17,FALSE,20,complete,2024-09-17,completed,verified,verified,Provisional Drop,0,0,,2024-10-09,2024-10-07,2024-12-12
6577,female,28,white,no,yes,no,neither,no,30120,Cartersville,GA,notApplicable,2024-08-08,facebook,facebook,2024-08-08,2024-08-13,2024-08-08,,,passed,2,2024-08-14,Assessment + Interview,2024-08-16,FALSE,11,complete,2024-08-16,completed,verified,verified,Registered,4,9,0.9,2024-12-12,2024-10-07,2024-12-12
6578,female,26,black,no,yes,no,neither,no,48205,Detroit,MI,notApplicable,2024-08-14,facebook,facebook,2024-08-14,2024-08-15,2024-08-14,2024-08-15,,passed,1,2024-08-15,Assessment + Interview,2024-08-22,FALSE,6,complete,2024-09-16,completed,verified,verified,Withdrawn,0,9,,2024-11-26,2024-10-07,2024-12-12
6579,male,25,white,no,yes,no,attended,no,18505,Scranton,PA,notApplicable,2024-07-11,google,google,2024-07-11,2024-07-16,2024-07-11,,,passed,1,2024-07-17,No Interview,2024-07-22,FALSE,13,complete,2024-07-22,completed,verified,verified,Registered,9,9,3.7,2024-12-12,2024-10-07,2024-12-12
6580,female,31,black,no,no,yes,neither,no,30315,Atlanta,GA,notApplicable,2024-07-26,facebook,facebook,2024-07-26,,2024-07-26,2024-08-07,,passed,1,2024-07-29,No Interview,2024-08-12,FALSE,20,complete,2024-08-12,completed,verified,verified,Provisional Drop,0,0,,2024-10-30,2024-10-07,2024-12-12
6581,female,22,black,no,no,yes,neither,no,34748,Leesburg,FL,notApplicable,2024-07-03,unknown,unknown,2024-07-04,2024-07-05,2024-07-04,2024-07-05,,passed,1,2024-07-10,Assessment + Interview,2024-07-12,FALSE,50,sent,2024-10-23,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6582,female,37,white,yes,yes,no,neither,yes,95632,Galt,CA,notApplicable,2024-08-15,natural search,unknown,2024-08-15,2024-08-19,2024-08-15,2024-08-19,,passed,1,2024-08-21,Assessment + Interview,2024-08-28,FALSE,11,complete,2024-08-28,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6583,male,24,white,no,yes,no,neither,no,22664,Woodstock,VA,notApplicable,2024-07-23,tiktok,facebook,2024-07-23,2024-07-24,2024-07-23,2024-07-25,,passed,2,2024-07-29,Assessment + Interview,2024-07-30,FALSE,12,complete,2024-07-30,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6584,female,59,black,no,yes,no,neither,yes,39819,Bainbridge,GA,notApplicable,2024-08-18,facebook,unknown,2024-08-18,2024-08-20,2024-08-18,2024-08-20,,passed,1,2024-08-21,Assessment + Interview,2024-08-28,FALSE,15,complete,2024-08-28,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6585,male,37,white,yes,yes,no,neither,yes,95065,Santa Cruz,CA,notApplicable,2024-08-15,snapchat,snapchat,2024-08-16,,2024-08-16,,,passed,1,2024-08-29,No Interview,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6586,female,19,white,no,yes,no,neither,no,01201,Pittsfield,MA,notApplicable,2024-03-11,facebook,facebook,2024-07-10,2024-07-11,2024-07-10,,,passed,1,2024-09-06,Assessment + Interview,,FALSE,8,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6587,female,34,white,no,no,yes,neither,no,24301,Pulaski,VA,notApplicable,2024-08-17,facebook,facebook,2024-08-17,,2024-08-17,,,passed,1,2024-08-29,No Interview,,FALSE,7,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6588,male,32,asian,no,yes,no,graduated,no,92804,Anaheim,CA,notApplicable,2024-07-23,tiktok,unknown,2024-07-23,,2024-07-23,,,passed,1,2024-07-29,No Interview,,FALSE,9,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6589,male,21,black,no,yes,no,neither,yes,19023,Darby,PA,notApplicable,2024-08-08,facebook,google,2024-08-08,2024-08-08,2024-08-08,2024-08-08,2024-08-08,passed,1,2024-08-12,Assessment + Interview,,FALSE,14,sent,2024-08-22,completed,verified,rejected,,,,,,2024-10-07,2024-12-12
6590,female,26,black,no,yes,no,graduated,yes,30122,Lithia Springs,GA,notApplicable,2024-08-21,facebook,facebook,2024-08-21,2024-09-06,2024-09-03,2024-09-06,,passed,1,2024-09-06,Assessment + Interview,2024-09-16,FALSE,24,complete,2024-09-16,completed,verified,verified,Did Not Start,0,0,,,2024-10-07,2024-12-12
6591,female,27,black,no,yes,no,graduated,yes,33055,Miami,FL,notApplicable,2024-07-17,linkedin,unknown,2024-07-17,2024-07-18,2024-07-17,,,passed,1,2024-07-31,No Interview,,FALSE,9,sent,2024-08-28,completed,verified,verified,,,,,,2024-10-07,2024-12-12
6592,male,28,asian,no,yes,no,attended,yes,95758,Elk Grove,CA,notApplicable,2024-08-11,other,facebook,2024-08-11,2024-08-13,2024-08-11,2024-08-13,,passed,1,2024-08-14,Assessment + Interview,,FALSE,20,complete,2024-08-13,completed,verified,verified,,,,,,2024-10-07,2024-12-12
6593,male,18,americanIndian,no,yes,no,unknown,no,49048,Kalamazoo,MI,notApplicable,2024-07-19,tiktok,snapchat,2024-07-19,2024-07-19,2024-07-19,2024-07-19,,passed,1,2024-07-22,No Interview,,FALSE,15,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6594,female,34,black,no,yes,no,neither,yes,72209,Little Rock,AR,notApplicable,2024-07-27,facebook,facebook,2024-07-28,2024-07-31,2024-07-28,2024-07-31,,passed,1,2024-08-05,Assessment + Interview,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6595,male,20,mixed,yes,yes,no,unknown,no,22980,Waynesboro,VA,notApplicable,2024-07-27,facebook,facebook,2024-07-27,2024-08-21,2024-07-27,2024-08-01,,passed,1,2024-08-20,Assessment + Interview,,FALSE,15,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
6596,male,27,americanIndian,no,yes,no,unknown,no,99508,Anchorage,AK,notApplicable,2024-07-10,snapchat,facebook,2024-07-10,2024-07-31,2024-07-10,2024-08-01,,passed,2,2024-08-05,Assessment + Interview,,FALSE,31,not sent,,not completed,rejected,not uploaded,,,,,,2024-10-07,2024-12-12
6597,female,18,black,no,yes,no,graduated,no,36206,Anniston,AL,notApplicable,2024-07-01,snapchat,snapchat,2024-07-01,2024-07-01,2024-07-01,,,passed,1,2024-07-16,No Interview,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6598,male,18,mixed,no,yes,no,graduated,no,78753,Austin,TX,activeDuty,2024-07-29,facebook,facebook,2024-07-29,2024-08-08,2024-07-29,,,passed,1,2024-08-29,Assessment + Interview,,FALSE,11,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6599,female,32,white,no,yes,no,attended,yes,24225,Cleveland,VA,notApplicable,2024-07-28,tiktok,tiktok,2024-07-31,2024-09-04,2024-07-31,2024-08-19,,passed,1,2024-08-06,No Interview,,FALSE,18,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6600,female,25,mixed,yes,yes,no,graduated,yes,91746,La Puente,CA,notApplicable,2024-08-27,tiktok,unknown,2024-08-27,,2024-08-27,,,passed,1,2024-09-13,No Interview,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6601,female,25,white,yes,yes,no,neither,yes,87537,Hernandez,NM,notApplicable,2024-08-02,facebook,facebook,2024-08-02,2024-08-15,2024-08-02,2024-08-08,,passed,1,2024-08-12,Assessment + Interview,,FALSE,4,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6602,female,32,mixed,no,yes,no,unknown,yes,46016,Anderson,IN,notApplicable,2024-07-16,snapchat,snapchat,2024-07-16,,2024-07-16,,,passed,1,2024-07-25,No Interview,,FALSE,15,not sent,,not completed,not uploaded,rejected,,,,,,2024-10-07,2024-12-12
6603,male,19,mixed,no,yes,no,neither,no,30087,Stone Mountain,GA,notApplicable,2024-07-22,tiktok,tiktok,2024-07-22,2024-07-23,2024-07-22,2024-07-24,,passed,1,2024-07-25,Assessment + Interview,,FALSE,6,sent,2024-07-29,completed,verified,verified,,,,,,2024-10-07,2024-12-12
6604,male,24,mixed,yes,yes,no,neither,no,78155,Seguin,TX,notApplicable,2024-07-01,snapchat,unknown,2024-07-01,,2024-07-01,,,passed,1,2024-07-17,No Interview,,FALSE,8,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6605,female,21,white,no,yes,no,unknown,no,78336,Aransas Pass,TX,notApplicable,2024-07-18,facebook,facebook,2024-07-18,,2024-07-18,,,passed,1,2024-07-25,No Interview,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6606,female,26,mixed,yes,yes,no,graduated,no,33579,Riverview,FL,notApplicable,2024-07-31,facebook,facebook,2024-07-31,,2024-07-31,,,passed,1,2024-08-07,No Interview,,FALSE,6,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6607,male,30,nativeHawaiian,yes,no,yes,neither,yes,10458,Bronx,NY,notApplicable,2024-09-02,facebook,facebook,2024-09-02,,2024-09-02,,,passed,1,2024-09-06,No Interview,,FALSE,18,not sent,,not completed,not uploaded,verified,,,,,,2024-10-07,2024-12-12
6608,male,26,asian,no,yes,no,attended,yes,14206,Buffalo,NY,notApplicable,2024-09-03,google,facebook,2024-09-03,,2024-09-03,,,passed,1,2024-09-06,No Interview,,FALSE,7,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6609,female,49,white,yes,yes,no,neither,no,79401,Lubbock,TX,notApplicable,2024-08-28,facebook,snapchat,2024-08-29,2024-09-17,2024-08-29,2024-09-17,,passed,1,2024-09-06,No Interview,,FALSE,18,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
6610,male,26,white,no,yes,no,neither,no,48416,Brown City,MI,notApplicable,2024-08-08,facebook,facebook,2024-08-09,2024-08-09,2024-08-10,,,passed,1,2024-08-13,Assessment + Interview,,FALSE,16,not sent,,need docs,verified,verified,,,,,,2024-10-07,2024-12-12
6611,male,25,black,no,yes,no,neither,no,33407,West Palm Beach,FL,notApplicable,2024-09-06,google,google,2024-09-06,2024-09-09,2024-09-06,2024-09-09,,passed,1,2024-09-19,Assessment + Interview,,FALSE,2,sent,2024-09-25,completed,verified,rejected,,,,,,2024-10-07,2024-12-12
6612,female,20,white,yes,yes,no,neither,no,60008,Rolling Meadows,IL,notApplicable,2023-10-30,facebook,facebook,2024-08-10,,2024-08-10,,,passed,1,2024-08-23,No Interview,,FALSE,11,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6613,female,35,mixed,no,yes,no,neither,no,33414,Wellington,FL,notApplicable,2024-07-02,google,google,2024-07-02,2024-07-02,2024-07-04,,,passed,1,2024-07-10,Assessment + Interview,,FALSE,12,complete,2024-07-25,completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6614,male,25,white,yes,yes,no,neither,no,75602,Longview,TX,notApplicable,2024-08-13,facebook,facebook,2024-08-13,2024-08-15,2024-08-13,2024-08-14,,passed,1,2024-08-16,Assessment + Interview,,FALSE,8,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6615,male,21,black,no,yes,no,neither,no,31313,Hinesville,GA,notApplicable,2024-08-08,tiktok,tiktok,2024-08-08,,2024-08-08,,,passed,1,2024-08-12,No Interview,,FALSE,5,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6616,male,25,white,no,yes,no,graduated,no,37355,Manchester,TN,notApplicable,2024-07-08,other,facebook,2024-07-08,2024-07-09,2024-07-08,2024-07-09,,passed,1,2024-10-25,Assessment + Interview,,FALSE,9,sent,2024-10-29,completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6617,female,20,black,no,yes,no,neither,no,73099,Yukon,OK,notApplicable,2024-09-09,tiktok,facebook,2024-09-09,,2024-09-09,,2024-09-09,passed,2,2024-09-10,No Interview,,FALSE,14,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6618,female,48,white,yes,yes,no,neither,yes,78750,Austin,TX,notApplicable,2024-08-18,facebook,facebook,2024-08-18,,2024-08-18,,,passed,1,2024-08-29,No Interview,,FALSE,5,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6619,male,41,black,no,yes,no,neither,yes,76120,Fort Worth,TX,notApplicable,2024-07-27,facebook,facebook,2024-07-27,,2024-07-27,,,passed,1,2024-07-29,No Interview,,FALSE,7,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6620,male,19,black,yes,yes,no,graduated,no,78566,Los Fresnos,TX,notApplicable,2024-07-26,snapchat,snapchat,2024-07-26,2024-08-02,2024-07-26,2024-08-02,,passed,1,2024-07-29,Assessment + Interview,,FALSE,22,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6621,male,23,mixed,no,yes,no,neither,yes,94545,Hayward,CA,notApplicable,2024-04-04,facebook,facebook,2024-07-10,,2024-07-10,,,passed,1,2024-07-16,No Interview,,FALSE,3,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6622,male,28,black,no,yes,no,graduated,yes,79707,Midland,TX,notApplicable,2024-08-29,facebook,facebook,2024-08-29,,2024-08-29,,,passed,1,2024-09-06,No Interview,,FALSE,10,not sent,,not completed,verified,rejected,,,,,,2024-10-07,2024-12-12
6623,female,22,black,no,yes,no,unknown,yes,40212,Louisville,KY,notApplicable,2024-02-16,facebook,facebook,2024-07-01,2024-09-16,2024-07-01,2024-09-16,,passed,2,2024-09-17,Assessment + Interview,,FALSE,23,not sent,,not completed,verified,rejected,,,,,,2024-10-07,2024-12-12
6624,female,29,white,no,yes,no,graduated,no,18426,Greentown,PA,notApplicable,2024-09-03,facebook,facebook,2024-09-03,,2024-09-03,,2024-09-03,passed,1,2024-09-06,No Interview,,FALSE,17,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6625,female,25,mixed,yes,yes,no,neither,yes,60440,Bolingbrook,IL,notApplicable,2024-07-24,snapchat,snapchat,2024-07-24,2024-07-25,2024-07-24,2024-07-25,,passed,1,2024-07-25,Assessment + Interview,,FALSE,12,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6626,female,19,black,no,yes,no,graduated,no,30012,Conyers,GA,notApplicable,2024-03-31,tiktok,facebook,2024-08-08,2024-08-13,2024-08-08,2024-08-13,,passed,1,2024-08-12,No Interview,,FALSE,23,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6627,male,26,white,no,yes,no,graduated,no,60620,Chicago,IL,notApplicable,2024-08-24,facebook,facebook,2024-08-24,2024-09-10,2024-08-24,2024-09-09,,passed,1,2024-09-06,No Interview,,FALSE,9,not sent,,need docs,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6628,female,57,white,no,yes,no,neither,yes,38375,Selmer,TN,notApplicable,2023-09-25,natural search,facebook,2024-08-09,,2024-08-09,,,passed,1,2024-08-12,No Interview,,FALSE,9,not sent,,not completed,rejected,verified,,,,,,2024-10-07,2024-12-12
6629,female,23,white,no,yes,no,neither,yes,23960,Prospect,VA,notApplicable,2024-09-06,facebook,facebook,2024-09-06,2024-09-06,2024-09-06,2024-09-09,,passed,1,2024-09-06,No Interview,,FALSE,10,sent,2024-09-11,completed,verified,verified,,,,,,2024-10-07,2024-12-12
6630,male,18,white,no,yes,no,neither,no,46122,Danville,IN,notApplicable,2024-08-04,facebook,facebook,2024-08-04,,2024-08-04,2024-08-05,,passed,1,2024-08-07,Assessment + Interview,,FALSE,16,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6631,female,29,white,no,yes,no,neither,yes,95841,Sacramento,CA,notApplicable,2024-07-27,natural search,unknown,2024-07-27,,2024-07-27,,,passed,1,2024-07-29,No Interview,,FALSE,19,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6632,female,23,black,no,yes,no,attended,yes,33619,Tampa,FL,notApplicable,2024-06-20,facebook,unknown,2024-06-20,2024-06-20,2024-06-20,2024-06-14,,passed,1,2024-06-20,Assessment + Interview,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6633,female,26,black,no,yes,no,neither,yes,45238,Cincinnati,OH,notApplicable,2024-08-13,tiktok,tiktok,2024-08-13,2024-08-14,2024-08-13,2024-08-15,,passed,1,2024-08-19,Assessment + Interview,,FALSE,24,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6634,female,26,white,no,yes,no,graduated,yes,73401,Ardmore,OK,notApplicable,2024-08-18,snapchat,snapchat,2024-08-18,,2024-08-18,,,passed,1,2024-08-23,No Interview,,FALSE,13,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6635,female,40,white,no,yes,no,neither,yes,32953,Merritt Island,FL,notApplicable,2024-08-10,snapchat,snapchat,2024-08-10,,2024-08-10,,,passed,1,2024-08-23,No Interview,,FALSE,8,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6636,male,28,white,yes,yes,no,neither,no,75224,Dallas,TX,notApplicable,2024-08-12,facebook,facebook,2024-08-12,2024-09-05,2024-08-12,,,passed,1,2024-08-14,No Interview,,FALSE,28,sent,2024-08-21,completed,verified,verified,,,,,,2024-10-07,2024-12-12
6637,male,30,black,no,yes,no,neither,yes,30076,Roswell,GA,notApplicable,2024-07-23,facebook,facebook,2024-07-23,,2024-07-23,2024-07-31,,passed,1,2024-07-25,No Interview,,FALSE,20,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6638,female,20,white,no,yes,no,graduated,no,62052,Jerseyville,IL,notApplicable,2024-08-22,snapchat,snapchat,2024-08-22,,2024-08-22,,,passed,1,2024-09-06,No Interview,,FALSE,12,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6639,female,26,white,no,yes,no,neither,yes,36278,Wedowee,AL,notApplicable,2024-08-06,facebook,unknown,2024-08-06,,2024-08-06,,,passed,1,2024-08-12,No Interview,,FALSE,14,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6640,female,25,black,yes,yes,no,neither,no,54302,Green Bay,WI,notApplicable,2024-08-29,facebook,facebook,2024-08-29,,2024-08-29,,,passed,1,2024-09-10,No Interview,,FALSE,12,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6641,male,18,white,no,yes,no,graduated,no,80821,Hugo,CO,notApplicable,2024-07-21,tiktok,unknown,2024-07-21,,2024-07-21,,,passed,1,2024-07-29,No Interview,,FALSE,16,not sent,,not completed,rejected,not uploaded,,,,,,2024-10-07,2024-12-12
6642,female,27,white,no,yes,no,neither,yes,78541,Edinburg,TX,veteran,2024-08-19,google,natural search,2024-08-20,2024-09-04,2024-08-20,2024-08-23,,passed,1,2024-08-23,No Interview,,FALSE,7,not sent,,not completed,not uploaded,verified,,,,,,2024-10-07,2024-12-12
6643,male,34,black,no,yes,no,graduated,yes,35480,Eutaw,AL,notApplicable,2024-08-29,facebook,facebook,2024-08-29,2024-09-05,2024-08-29,2024-09-05,,passed,1,2024-09-09,Assessment + Interview,,FALSE,13,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6644,female,27,white,yes,yes,no,unknown,yes,85323,Avondale,AZ,notApplicable,2024-08-06,facebook,facebook,2024-08-07,,2024-08-07,,,passed,1,2024-08-12,No Interview,,FALSE,13,not sent,,not completed,not uploaded,verified,,,,,,2024-10-07,2024-12-12
6645,female,33,black,no,yes,no,neither,yes,35806,Huntsville,AL,notApplicable,2024-09-06,facebook,facebook,2024-09-06,,2024-09-06,,,passed,1,2024-09-09,No Interview,,FALSE,10,not sent,,not completed,not uploaded,rejected,,,,,,2024-10-07,2024-12-12
6646,female,21,white,yes,yes,no,graduated,yes,91321,Newhall,CA,notApplicable,2024-07-15,facebook,unknown,2024-07-15,,2024-07-15,,,passed,1,2024-07-16,No Interview,,FALSE,10,not sent,,not completed,not uploaded,not uploaded,,,,,,2024-10-07,2024-12-12
6647,female,31,black,no,yes,no,attended,yes,71109,Shreveport,LA,notApplicable,2024-08-17,facebook,facebook,2024-08-17,,2024-08-17,,,passed,1,2024-08-23,No Interview,,FALSE,11,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6648,female,30,white,no,yes,no,neither,no,30755,Tunnel Hill,GA,notApplicable,2024-07-07,facebook,facebook,2024-07-07,2024-11-13,2024-07-07,2024-07-16,,passed,1,2024-07-18,No Interview,,FALSE,23,sent,2024-12-11,completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
6649,female,22,black,no,yes,no,graduated,yes,30458,Statesboro,GA,notApplicable,2024-08-23,employer,employer,2024-08-23,2024-08-23,2024-08-23,2024-08-23,,passed,1,2024-08-26,Assessment + Interview,,FALSE,23,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6650,female,25,white,yes,no,yes,attended,no,76548,Harker Heights,TX,notApplicable,2024-07-31,natural search,facebook,2024-08-01,2024-09-04,2024-08-01,2024-09-01,,passed,1,2024-08-07,No Interview,,FALSE,15,not sent,,not completed,verified,verified,,,,,,2024-10-07,2024-12-12
6651,female,24,white,no,yes,no,attended,no,04957,Norridgewock,ME,notApplicable,2024-07-31,facebook,facebook,2024-07-31,2024-08-08,2024-07-31,,,passed,1,2024-08-07,No Interview,,FALSE,6,not sent,,not completed,verified,not uploaded,,,,,,2024-10-07,2024-12-12
